t [ns],Omega(t) [rad/s],Area(t) [rad],|G>|^2,|X1>|^2,|X2>|^2,|XX>|^2,G_X1_out_H,G_X1_out_V,G_X2_out_H,G_X2_out_V,X1_XX_out_H,X1_XX_out_V,X2_XX_out_H,X2_XX_out_V
0.0,3.468914163081943e-86,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0020000000000000005,7.714036748816731e-86,1.1182950911898675e-88,1.0,3.288213275294883e-179,3.288213499137966e-179,1.5890815636877987e-175,1.0463032427448914e-185,0.0,0.0,3.288214545441209e-179,0.0,1.0463032424179414e-185,3.2882143215981256e-179,0.0
0.004000000000000001,1.7126750941600134e-85,3.602373860231554e-88,1.0,8.29506918479545e-179,8.295069749477148e-179,4.003051912623982e-175,2.639481072187767e-185,0.0,0.0,8.295072388958219e-179,0.0,2.6394810713629786e-185,8.295071824276523e-179,0.0
0.006,3.7964124575970206e-85,9.111461411988587e-88,1.0,1.3301925094296018e-178,1.3301925999816332e-178,6.417022261560165e-175,4.232658901630643e-185,0.0,0.0,1.3301930232475232e-178,0.0,4.2326589003080164e-185,1.3301929326954918e-178,0.0
0.008000000000000002,8.401888740993914e-85,2.130976261057952e-87,1.0,2.51253760862162e-176,2.5125377796964176e-176,2.22621933374477e-162,5.176781607952933e-180,0.0,0.0,2.5130554578570513e-176,0.0,5.176781606335487e-180,2.5130552867824154e-176,0.0
0.01,1.8564599799788329e-84,4.8276251151361765e-87,1.0,1.3628650054108604e-175,1.362865098206331e-175,1.2143416107712007e-161,2.8237680770806764e-179,0.0,0.0,1.363147475013951e-175,0.0,2.8237680761983746e-179,1.3631473822185684e-175,0.0
0.012,4.095428852465741e-84,1.077951394758075e-86,1.0,2.4744762499595634e-175,2.4744764184430292e-175,2.206061288167937e-161,5.1298579933660925e-179,0.0,0.0,2.4749894042422056e-175,0.0,5.129857991763222e-179,2.4749892357589e-175,0.0
0.014000000000000002,9.02024447800129e-84,2.3895187278047783e-86,1.0,3.5860874945082663e-175,3.586087738679723e-175,3.1977809655646732e-161,7.435947909651498e-179,0.0,0.0,3.5868313334704555e-175,0.0,7.43594790732807e-179,3.586831089299232e-175,0.0
0.016000000000000004,1.983546382175088e-83,5.275089557779996e-86,1.0,4.697698739056974e-175,4.697699058916421e-175,4.189500642961403e-161,9.742037825936903e-179,0.0,0.0,4.6986732626987105e-175,0.0,9.742037822892918e-179,4.698672942839567e-175,0.0
0.018000000000000002,4.354833356500559e-83,1.161346929645565e-85,1.0,5.809309983605677e-175,5.809310379153119e-175,5.1812203203581395e-161,1.2048127742222308e-178,0.0,0.0,5.810515191926966e-175,0.0,1.2048127738457777e-178,5.810514796379899e-175,0.0
0.02,9.545657554091288e-83,2.5513960207047485e-85,1.0,6.920921228154375e-175,6.920921699389813e-175,6.1729399977548695e-161,1.4354217658507713e-178,0.0,0.0,6.922357121155215e-175,0.0,1.4354217654022613e-178,6.922356649920226e-175,0.0
0.022000000000000002,2.0890329419848128e-82,5.594994718098687e-85,1.0,8.032532472703083e-175,8.032533019626511e-175,7.164659675151603e-161,1.6660307574793118e-178,0.0,0.0,8.03419905038347e-175,0.0,1.666030756958746e-178,8.034198503460562e-175,0.0
0.024,4.564464728817988e-82,1.2248492388901495e-84,1.0,9.144143717251781e-175,9.144144339863205e-175,8.156379352548336e-161,1.8966397491078512e-178,0.0,0.0,9.14604097961172e-175,0.0,1.8966397485152298e-178,9.146040357000889e-175,0.0
0.026000000000000002,9.957253212760938e-82,2.6770210330480433e-84,1.0,1.0255754961800484e-174,1.0255755660099903e-174,9.148099029945069e-161,2.1272487407363928e-178,0.0,0.0,1.0257882908839974e-174,0.0,2.1272487400717146e-178,1.025788221054122e-174,0.0
0.028000000000000004,2.16867451580847e-81,5.841420870132605e-84,1.0,1.1367366206349187e-174,1.1367366980336597e-174,1.0139818707341799e-160,2.3578577323649322e-178,0.0,0.0,1.1369724838068226e-174,0.0,2.3578577316281982e-178,1.1369724064081552e-174,0.0
