t [ns],Omega(t) [rad/s],Area(t) [rad],|G>|^2,|X1>|^2,|X2>|^2,|XX>|^2,G_X_out_H,G_X_out_V,X_XX_out_H,X_XX_out_V
0.044000000000000004,1.0366152930319737e-78,2.8343323218830103e-81,1.0,2.0265562892970195e-174,2.0265562892970195e-174,1.807799159146453e-160,4.2027298089808994e-178,2.0269765622779175e-174,4.2027298089808994e-178,2.0269765622779175e-174
0.046000000000000006,2.2254538664429917e-78,6.0964014813579795e-81,1.0,2.1377465324422907e-174,2.1377465324422907e-174,1.906995355093339e-160,4.4333388084882734e-178,2.1381898663231397e-174,4.4333388084882734e-178,2.1381898663231397e-174
0.048,4.770069522465022e-78,1.3091924870266e-80,1.0,2.2489367755875615e-174,2.2489367755875615e-174,2.0061915510402247e-160,4.6639478079956474e-178,2.249403170368361e-174,4.6639478079956474e-178,2.249403170368361e-174
0.05000000000000001,1.0207889275770409e-77,2.8069883668501447e-80,1.0,2.3601270187328323e-174,2.3601270187328323e-174,2.105387746987111e-160,4.8945568075030214e-178,2.360616474413583e-174,4.8945568075030214e-178,2.360616474413583e-174
0.052000000000000005,2.180983205319391e-77,6.008760499746579e-80,1.0,2.4713172618781035e-174,2.4713172618781035e-174,2.2045839429339966e-160,5.125165807010395e-178,2.4718297784588046e-174,5.125165807010395e-178,2.4718297784588046e-174
0.054,4.652365438646536e-77,1.2842109143712488e-79,1.0,2.5825075050233743e-174,2.5825075050233743e-174,2.3037801388808822e-160,5.355774806517768e-178,2.583043082504026e-174,5.355774806517768e-178,2.583043082504026e-174
0.05600000000000001,9.908329695306294e-77,2.740280427766533e-79,1.0,2.693697748168645e-174,2.693697748168645e-174,2.4029763348277685e-160,5.586383806025142e-178,2.6942563865492476e-174,5.586383806025142e-178,2.6942563865492476e-174
0.05800000000000001,2.1068431584909437e-76,5.837956555788109e-79,1.0,2.8048879913139163e-174,2.8048879913139163e-174,2.502172530774654e-160,5.816992805532515e-178,2.8054696905944694e-174,5.816992805532515e-178,2.8054696905944694e-174
0.06,4.4726930253926196e-76,1.2417492739671655e-78,1.0,2.9160782344591866e-174,2.9160782344591866e-174,2.6013687267215398e-160,6.047601805039889e-178,2.9166829946396907e-174,6.047601805039889e-178,2.9166829946396907e-174
0.062000000000000006,9.480060458696021e-76,2.637024622376031e-78,1.0,3.027268477604458e-174,3.027268477604458e-174,2.7005649226684257e-160,6.278210804547262e-178,3.0278962986849125e-174,6.278210804547262e-178,3.0278962986849125e-174
0.06400000000000002,2.0061262038617384e-75,5.591156872107374e-78,1.0,3.138458720749729e-174,3.138458720749729e-174,2.7997611186153117e-160,6.508819804054636e-178,3.1391096027301347e-174,6.508819804054636e-178,3.1391096027301347e-174
0.066,4.238483756767556e-75,1.1835766832736674e-77,1.0,3.249648963895e-174,3.249648963895e-174,2.898957314562197e-160,6.73942880356201e-178,3.250322906775356e-174,6.73942880356201e-178,3.250322906775356e-174
0.068,8.940625925317102e-75,2.5014876514821344e-77,1.0,3.3608392070402707e-174,3.3608392070402707e-174,2.9981535105090836e-160,6.970037803069384e-178,3.361536210820578e-174,6.970037803069384e-178,3.361536210820578e-174
0.07000000000000002,1.8829138699403044e-74,5.278464113954152e-77,1.0,3.472029450185542e-174,3.472029450185542e-174,3.097349706455969e-160,7.200646802576758e-178,3.4727495148657996e-174,7.200646802576758e-178,3.4727495148657996e-174
0.07200000000000001,3.959114969580575e-74,1.1120492953475037e-76,1.0,3.583219693330813e-174,3.583219693330813e-174,3.1965459024028555e-160,7.431255802084132e-178,3.5839628189110214e-174,7.431255802084132e-178,3.5839628189110214e-174
0.074,8.311337177353794e-74,2.3390945100409332e-76,1.0,3.694409936476083e-174,3.694409936476083e-174,3.2957420983497405e-160,7.661864801591504e-178,3.6951761229562422e-174,7.661864801591504e-178,3.6951761229562422e-174
0.07600000000000001,1.7420026762954315e-73,4.912230904071746e-76,1.0,3.8056001796213543e-174,3.8056001796213543e-174,3.394938294296626e-160,7.892473801098878e-178,3.806389427001464e-174,7.892473801098878e-178,3.806389427001464e-174
0.078,3.6452881460996694e-73,1.0299521726466852e-75,1.0,9.202654855969406e-162,9.202654855969406e-162,8.067471614834713e-135,1.039513203707275e-175,9.20265485596951e-162,1.039513203707275e-175,9.20265485596951e-162
0.08,7.615879038127131e-73,2.1560688910693661e-75,1.0,1.9406398408035502e-161,1.9406398408035502e-161,1.701254374453466e-134,2.1833312296622235e-175,1.940639840803572e-161,2.1833312296622235e-175,1.940639840803572e-161
0.08200000000000002,1.5885955464505483e-72,4.506252341332629e-75,1.0,2.96101419601016e-161,2.96101419601016e-161,2.5957615874234606e-134,3.327149255617172e-175,2.961014196010193e-161,3.327149255617172e-175,2.961014196010193e-161
0.084,3.3083524683415483e-72,9.40320035612473e-75,1.0,3.9813885512167695e-161,3.9813885512167695e-161,3.4902688003934553e-134,4.4709672815721205e-175,3.9813885512168146e-161,4.4709672815721205e-175,3.9813885512168146e-161
0.08600000000000001,6.878841985861315e-72,1.9590394810327606e-74,1.0,5.001762906423379e-161,5.001762906423379e-161,4.3847760133634577e-134,5.614785307527069e-175,5.001762906423435e-161,5.614785307527069e-175,5.001762906423435e-161
0.08800000000000001,1.427986241084265e-71,4.074909920703144e-74,1.0,6.0221372616299825e-161,6.0221372616299825e-161,5.279283226333445e-134,6.758603333482008e-175,6.0221372616300504e-161,6.758603333482008e-175,6.0221372616300504e-161
0.09,2.9596328656725108e-71,8.462529027459924e-74,1.0,7.042511616836592e-161,7.042511616836592e-161,6.173790439303439e-134,7.902421359436948e-175,7.042511616836671e-161,7.902421359436948e-175,7.042511616836671e-161
0.09200000000000001,6.124304682583836e-71,1.7546466575716277e-73,1.0,8.062885972043202e-161,8.062885972043202e-161,7.068297652273434e-134,9.046239385391897e-175,8.062885972043292e-161,9.046239385391897e-175,8.062885972043292e-161
0.09400000000000001,1.2652631645770238e-70,3.632340290407037e-73,1.0,9.083260327249811e-161,9.083260327249811e-161,7.962804865243436e-134,1.0190057411346845e-174,9.083260327249914e-161,1.0190057411346845e-174,9.083260327249914e-161
0.096,2.609817083117358e-70,7.507420538101422e-73,1.0,1.0103634682456421e-160,1.0103634682456421e-160,8.85731207821343e-134,1.1333875437301794e-174,1.0103634682456535e-160,1.1333875437301794e-174,1.0103634682456535e-160
0.098,5.374578411038294e-70,1.549181603225708e-72,1.0,1.1124009037663031e-160,1.1124009037663031e-160,9.751819291183426e-134,1.2477693463256742e-174,1.1124009037663156e-160,1.2477693463256742e-174,1.1124009037663156e-160
0.10000000000000002,1.1050549285042376e-69,3.1916943728337766e-72,1.0,1.214438339286964e-160,1.214438339286964e-160,1.064632650415342e-133,1.3621511489211682e-174,1.2144383392869776e-160,1.3621511489211682e-174,1.2144383392869776e-160
0.10200000000000001,2.26844606175899e-69,6.565195363097007e-72,1.0,1.316475774807625e-160,1.316475774807625e-160,1.1540833717123415e-133,1.476532951516663e-174,1.3164757748076397e-160,1.476532951516663e-174,1.3164757748076397e-160
0.10400000000000001,4.649199446747503e-69,1.3482840871603506e-71,1.0,1.418513210328286e-160,1.418513210328286e-160,1.2435340930093413e-133,1.5909147541121579e-174,1.418513210328302e-160,1.5909147541121579e-174,1.418513210328302e-160
0.10600000000000001,9.513340177297274e-69,2.7645380495648195e-71,1.0,1.5205506458489463e-160,1.5205506458489463e-160,1.3329848143063404e-133,1.7052965567076518e-174,1.5205506458489634e-160,1.7052965567076518e-174,1.5205506458489634e-160
0.108,1.9435378568017298e-68,5.659409924096279e-71,1.0,1.6225880813696073e-160,1.6225880813696073e-160,1.4224355356033399e-133,1.8196783593031462e-174,1.6225880813696256e-160,1.8196783593031462e-174,1.6225880813696256e-160
0.11000000000000001,3.964223311594415e-68,1.156717109249243e-70,1.0,1.7246255168902682e-160,1.7246255168902682e-160,1.5118862569003393e-133,1.934060161898641e-174,1.7246255168902875e-160,1.934060161898641e-174,1.7246255168902875e-160
0.11200000000000002,8.072877205606072e-68,2.3604271609692928e-70,1.0,1.8266629524109292e-160,1.8266629524109292e-160,1.6013369781973388e-133,2.0484419644941355e-174,1.8266629524109497e-160,2.0484419644941355e-174,1.8266629524109497e-160
0.114,1.6413594917102674e-67,4.8090743732401695e-70,1.0,1.9287003879315902e-160,1.9287003879315902e-160,1.6907876994943387e-133,2.1628237670896303e-174,1.9287003879316117e-160,2.1628237670896303e-174,1.9287003879316117e-160
0.11600000000000002,3.33184050929118e-67,9.78227437424162e-70,1.0,2.030737823452251e-160,2.030737823452251e-160,1.780238420791338e-133,2.277205569685125e-174,2.030737823452274e-160,2.277205569685125e-174,2.030737823452274e-160
0.11800000000000001,6.752581368892764e-67,1.9866696252425572e-69,1.0,2.132775258972912e-160,2.132775258972912e-160,1.8696891420883376e-133,2.3915873722806196e-174,2.132775258972936e-160,2.3915873722806196e-174,2.132775258972936e-160
0.12,1.366345645352367e-66,4.028273407484189e-69,1.0,2.2348126944935724e-160,2.2348126944935724e-160,1.9591398633853367e-133,2.5059691748761135e-174,2.2348126944935974e-160,2.5059691748761135e-174,2.2348126944935974e-160
0.122,2.7603010884731857e-66,8.154920141309745e-69,1.0,2.3368501300142337e-160,2.3368501300142337e-160,2.0485905846823365e-133,2.6203509774716084e-174,2.33685013001426e-160,2.6203509774716084e-174,2.33685013001426e-160
0.12400000000000001,5.567464611169184e-66,1.6482685840952122e-68,1.0,2.4388875655348947e-160,2.4388875655348947e-160,2.138041305979336e-133,2.7347327800671028e-174,2.4388875655349222e-160,2.7347327800671028e-174,2.4388875655349222e-160
0.126,1.121149693448788e-65,3.32616473866092e-68,1.0,2.5409250010555556e-160,2.5409250010555556e-160,2.2274920272763354e-133,2.8491145826625976e-174,2.540925001055584e-160,2.8491145826625976e-174,2.540925001055584e-160
0.12800000000000003,2.254108769831798e-65,6.7014232019415094e-68,1.0,2.6429624365762163e-160,2.6429624365762163e-160,2.316942748573335e-133,2.963496385258092e-174,2.642962436576246e-160,2.963496385258092e-174,2.642962436576246e-160
0.13,4.5247153577634746e-65,1.3480247329536788e-67,1.0,2.7449998720968773e-160,2.7449998720968773e-160,2.4063934698703344e-133,3.0778781878535864e-174,2.744999872096908e-160,3.0778781878535864e-174,2.744999872096908e-160
0.132,9.068026643331629e-65,2.7072989330631904e-67,1.0,2.847037307617538e-160,2.847037307617538e-160,2.495844191167334e-133,3.1922599904490813e-174,2.8470373076175704e-160,3.1922599904490813e-174,2.8470373076175704e-160
0.13400000000000004,1.8144267503796668e-64,5.428528347776023e-67,1.0,2.949074743138199e-160,2.949074743138199e-160,2.5852949124643337e-133,3.3066417930445757e-174,2.949074743138232e-160,3.3066417930445757e-174,2.949074743138232e-160
0.136,3.624692937483234e-64,1.0867648035638929e-66,1.0,3.05111217865886e-160,3.05111217865886e-160,2.674745633761333e-133,3.4210235956400705e-174,3.051112178658894e-160,3.4210235956400705e-174,3.051112178658894e-160
0.138,7.229497833547804e-64,2.1721838806669977e-66,1.0,3.153149614179521e-160,3.153149614179521e-160,2.7641963550583326e-133,3.535405398235565e-174,3.1531496141795565e-160,3.535405398235565e-174,3.1531496141795565e-160
0.14000000000000004,1.4396276227352195e-63,4.3347612867569995e-66,1.0,3.255187049700182e-160,3.255187049700182e-160,2.853647076355332e-133,3.6497872008310598e-174,3.255187049700219e-160,3.6497872008310598e-174,3.255187049700219e-160
0.14200000000000002,2.8621826119844883e-63,8.63657152147671e-66,1.0,3.357224485220843e-160,3.357224485220843e-160,2.943097797652332e-133,3.7641690034265546e-174,3.357224485220881e-160,3.7641690034265546e-174,3.357224485220881e-160
0.14400000000000002,5.681325026400809e-63,1.7180079159862015e-65,1.0,3.4592619207415047e-160,3.4592619207415047e-160,3.0325485189493318e-133,3.8785508060220495e-174,3.459261920741543e-160,3.8785508060220495e-174,3.459261920741543e-160
0.14600000000000002,1.1259187756678428e-62,3.4120591942941033e-65,1.0,3.561299356262164e-160,3.561299356262164e-160,3.12199924024633e-133,3.9929326086175425e-174,3.5612993562622035e-160,3.9929326086175425e-174,3.5612993562622035e-160
0.148,2.2277662277004934e-62,6.765744197662442e-65,1.0,3.663336791782825e-160,3.663336791782825e-160,3.2114499615433296e-133,4.107314411213037e-174,3.663336791782866e-160,4.107314411213037e-174,3.663336791782866e-160
0.15,4.400857427516027e-62,1.3394367852878968e-64,1.0,3.7653742273034857e-160,3.7653742273034857e-160,3.3009006828403294e-133,4.221696213808531e-174,3.765374227303528e-160,4.221696213808531e-174,3.765374227303528e-160
0.15200000000000002,8.679807854331881e-62,2.647503313472689e-64,1.0,3.8674116628241466e-160,3.8674116628241466e-160,3.390351404137329e-133,4.336078016404026e-174,3.86741166282419e-160,4.336078016404026e-174,3.86741166282419e-160
0.154,1.7091809836281792e-61,5.224665082534059e-64,1.0,3.9694490983448076e-160,3.9694490983448076e-160,3.4798021254343283e-133,4.450459818999521e-174,3.969449098344852e-160,4.450459818999521e-174,3.969449098344852e-160
0.156,3.3602463805635564e-61,1.0294092446725798e-63,1.0,4.0714865338654686e-160,4.0714865338654686e-160,3.569252846731328e-133,4.564841621595016e-174,4.071486533865514e-160,4.564841621595016e-174,4.071486533865514e-160
0.15800000000000003,6.595676105687878e-61,2.025001493297724e-63,1.0,4.1735239693861295e-160,4.1735239693861295e-160,3.658703568028327e-133,4.67922342419051e-174,4.173523969386176e-160,4.67922342419051e-174,4.173523969386176e-160
0.16,1.292565762057924e-60,3.9771348659244376e-63,1.0,4.2755614049067905e-160,4.2755614049067905e-160,3.748154289325327e-133,4.793605226786005e-174,4.2755614049068385e-160,4.793605226786005e-174,4.2755614049068385e-160
0.162,2.5290132473252873e-60,7.798713875307652e-63,1.0,4.3775988404274514e-160,4.3775988404274514e-160,3.837605010622326e-133,4.9079870293814995e-174,4.377598840427501e-160,4.9079870293814995e-174,4.377598840427501e-160
0.16400000000000003,4.9403155508075104e-60,1.5268042673440456e-62,1.0,4.4796362759481124e-160,4.4796362759481124e-160,3.9270557319193264e-133,5.022368831976994e-174,4.4796362759481623e-160,5.022368831976994e-174,4.4796362759481623e-160
0.166,9.635259223287462e-60,2.984361744753544e-62,1.0,4.5816737114687734e-160,4.5816737114687734e-160,4.016506453216326e-133,5.136750634572488e-174,4.5816737114688245e-160,5.136750634572488e-174,4.5816737114688245e-160
0.168,1.87619185381561e-59,5.824079520897903e-62,1.0,4.6837111469894343e-160,4.6837111469894343e-160,4.105957174513325e-133,5.251132437167983e-174,4.683711146989487e-160,5.251132437167983e-174,4.683711146989487e-160
0.17000000000000004,3.647507701458468e-59,1.1347779076171985e-61,1.0,4.785748582510095e-160,4.785748582510095e-160,4.195407895810325e-133,5.365514239763478e-174,4.785748582510149e-160,5.365514239763478e-174,4.785748582510149e-160
0.17200000000000001,7.079789055546502e-59,2.2075075833176964e-61,1.0,4.887786018030756e-160,4.887786018030756e-160,4.284858617107324e-133,5.479896042358973e-174,4.887786018030811e-160,5.479896042358973e-174,4.887786018030811e-160
0.17400000000000002,1.3719855811099338e-58,4.287472069982283e-61,1.0,4.989823453551417e-160,4.989823453551417e-160,4.374309338404324e-133,5.594277844954468e-174,4.9898234535514735e-160,5.594277844954468e-174,4.9898234535514735e-160
0.17600000000000002,2.6545071852416074e-58,8.313964836333772e-61,1.0,5.091860889072077e-160,5.091860889072077e-160,4.4637600597013224e-133,5.708659647549961e-174,5.091860889072134e-160,5.708659647549961e-174,5.091860889072134e-160
0.17800000000000002,5.127709251847716e-58,1.6096181273423104e-60,1.0,9.841425798075569e-135,9.841425798075569e-135,4.0056073479892244e-106,1.1226683771763333e-161,9.841425798075569e-135,1.1226683771763333e-161,9.841425798075569e-135
0.18,9.889355926996058e-58,3.111324645226689e-60,1.0,2.075342745433173e-134,2.075342745433173e-134,8.446955066540112e-106,2.367463536183067e-161,2.075342745433173e-134,2.367463536183067e-161,2.075342745433173e-134
0.18200000000000002,1.9042227629235955e-57,6.004483000849893e-60,1.0,3.166542911058797e-134,3.166542911058797e-134,1.288830278509097e-105,3.6122586951897885e-161,3.166542911058797e-134,3.6122586951897885e-161,3.166542911058797e-134
0.18400000000000002,3.660771534081445e-57,1.1569477297854937e-59,1.0,4.257743076684413e-134,4.257743076684413e-134,1.7329650503641857e-105,4.85705385419651e-161,4.257743076684413e-134,4.85705385419651e-161,4.257743076684413e-134
0.186,7.026396087972365e-57,2.2256644919908755e-59,1.0,5.348943242310037e-134,5.348943242310037e-134,2.1770998222192745e-105,6.101849013203231e-161,5.348943242310037e-134,6.101849013203231e-161,5.348943242310037e-134
0.18800000000000003,1.3464733403660854e-56,4.2747774411541995e-59,1.0,6.440143407935653e-134,6.440143407935653e-134,2.6212345940743602e-105,7.346644172209952e-161,6.440143407935653e-134,7.346644172209952e-161,6.440143407935653e-134
0.19,2.5761314453586534e-56,8.197382226878943e-59,1.0,7.53134357356127e-134,7.53134357356127e-134,3.065369365929449e-105,8.591439331216674e-161,7.53134357356127e-134,8.591439331216674e-161,7.53134357356127e-134
0.192,4.920887172514101e-56,1.5694400844751704e-58,1.0,8.622543739186886e-134,8.622543739186886e-134,3.5095041377845316e-105,9.836234490223395e-161,8.622543739186886e-134,9.836234490223395e-161,8.622543739186886e-134
0.19400000000000003,9.384776300180387e-56,3.0000064317446207e-58,1.0,9.71374390481251e-134,9.71374390481251e-134,3.9536389096396204e-105,1.1081029649230116e-160,9.71374390481251e-134,1.1081029649230116e-160,9.71374390481251e-134
0.196,1.7869383579513198e-55,5.725422419713981e-58,1.0,1.0804944070438126e-133,1.0804944070438126e-133,4.397773681494706e-105,1.2325824808236838e-160,1.0804944070438126e-133,1.2325824808236838e-160,1.0804944070438126e-133
0.198,3.397037542807897e-55,1.0909398320473203e-57,1.0,1.1896144236063742e-133,1.1896144236063742e-133,4.841908453349795e-105,1.3570619967243559e-160,1.1896144236063742e-133,1.3570619967243559e-160,1.1896144236063742e-133
0.20000000000000004,6.447572741736345e-55,2.0754008605017454e-57,1.0,1.2987344401689366e-133,1.2987344401689366e-133,5.2860432252048806e-105,1.4815415126250287e-160,1.2987344401689366e-133,1.4815415126250287e-160,1.2987344401689366e-133
0.202,1.2217920175712806e-54,3.941950152246662e-57,1.0,1.4078544567314982e-133,1.4078544567314982e-133,5.7301779970599694e-105,1.6060210285257008e-160,1.4078544567314982e-133,1.6060210285257008e-160,1.4078544567314982e-133
0.20400000000000001,2.3115508152593862e-54,7.475292985077333e-57,1.0,1.5169744732940606e-133,1.5169744732940606e-133,6.174312768915055e-105,1.730500544426373e-160,1.5169744732940606e-133,1.730500544426373e-160,1.5169744732940606e-133
0.20600000000000004,4.366311698771898e-54,1.4153155499108623e-56,1.0,1.6260944898566222e-133,1.6260944898566222e-133,6.618447540770144e-105,1.854980060327045e-160,1.6260944898566222e-133,1.854980060327045e-160,1.6260944898566222e-133
0.20800000000000002,8.234384738764006e-54,2.6753851936644534e-56,1.0,1.7352145064191846e-133,1.7352145064191846e-133,7.062582312625233e-105,1.9794595762277178e-160,1.7352145064191846e-133,1.9794595762277178e-160,1.7352145064191846e-133
0.21,1.5504319272954153e-53,5.049255594836239e-56,1.0,1.8443345229817455e-133,1.8443345229817455e-133,7.506717084480312e-105,2.1039390921283887e-160,1.8443345229817455e-133,2.1039390921283887e-160,1.8443345229817455e-133
0.21200000000000002,2.9146028148219276e-53,9.514290336953586e-56,1.0,1.953454539544307e-133,1.953454539544307e-133,7.950851856335401e-105,2.2284186080290608e-160,1.953454539544307e-133,2.2284186080290608e-160,1.953454539544307e-133
0.21400000000000002,5.470300521572393e-53,1.7899193673347916e-55,1.0,2.062574556106869e-133,2.062574556106869e-133,8.394986628190488e-105,2.352898123929733e-160,2.062574556106869e-133,2.352898123929733e-160,2.062574556106869e-133
0.216,1.025057247129763e-52,3.362006666621796e-55,1.0,2.171694572669431e-133,2.171694572669431e-133,8.839121400045575e-105,2.477377639830405e-160,2.171694572669431e-133,2.477377639830405e-160,2.171694572669431e-133
0.21800000000000003,1.9177420184021695e-52,6.304805932153731e-55,1.0,2.280814589231993e-133,2.280814589231993e-133,9.283256171900663e-105,2.6018571557310778e-160,2.280814589231993e-133,2.6018571557310778e-160,2.280814589231993e-133
0.22000000000000003,3.582097282174583e-52,1.180464523273049e-54,1.0,2.3899346057945543e-133,2.3899346057945543e-133,9.727390943755748e-105,2.7263366716317493e-160,2.3899346057945543e-133,2.7263366716317493e-160,2.3899346057945543e-133
0.222,6.680203571696772e-52,2.2066946086601855e-54,1.0,2.4990546223571163e-133,2.4990546223571163e-133,1.0171525715610836e-104,2.8508161875324215e-160,2.4990546223571163e-133,2.8508161875324215e-160,2.4990546223571163e-133
0.22400000000000003,1.2437902476603995e-51,4.118505213490264e-54,1.0,2.6081746389196784e-133,2.6081746389196784e-133,1.0615660487465923e-104,2.9752957034330936e-160,2.6081746389196784e-133,2.9752957034330936e-160,2.6081746389196784e-133
0.22600000000000003,2.312116569550901e-51,7.674412030701568e-54,1.0,2.7172946554822404e-133,2.7172946554822404e-133,1.105979525932101e-104,3.0997752193337663e-160,2.7172946554822404e-133,3.0997752193337663e-160,2.7172946554822404e-133
0.228,4.2911869324140155e-51,1.427771553266649e-53,1.0,2.8264146720448024e-133,2.8264146720448024e-133,1.1503930031176099e-104,3.2242547352344385e-160,2.8264146720448024e-133,3.2242547352344385e-160,2.8264146720448024e-133
0.23000000000000004,7.951522095509431e-51,2.652042456058995e-53,1.0,2.9355346886073644e-133,2.9355346886073644e-133,1.1948064803031186e-104,3.348734251135111e-160,2.9355346886073644e-133,3.348734251135111e-160,2.9355346886073644e-133
0.23200000000000004,1.4710527131728526e-50,4.918247378782793e-53,1.0,3.0446547051699264e-133,3.0446547051699264e-133,1.2392199574886273e-104,3.4732137670357834e-160,3.0446547051699264e-133,3.4732137670357834e-160,3.0446547051699264e-133
0.234,2.717135705194989e-50,9.106435797150637e-53,1.0,3.153774721732488e-133,3.153774721732488e-133,1.2836334346741359e-104,3.5976932829364555e-160,3.153774721732488e-133,3.5976932829364555e-160,3.153774721732488e-133
0.23600000000000002,5.010713278399372e-50,1.6834284780745004e-52,1.0,3.26289473829505e-133,3.26289473829505e-133,1.3280469118596446e-104,3.7221727988371276e-160,3.26289473829505e-133,3.7221727988371276e-160,3.26289473829505e-133
0.23800000000000004,9.225563535325843e-50,3.1070561594470232e-52,1.0,3.372014754857612e-133,3.372014754857612e-133,1.3724603890451534e-104,3.8466523147378e-160,3.372014754857612e-133,3.8466523147378e-160,3.372014754857612e-133
0.24,1.6958654201709769e-49,5.7254779331505506e-52,1.0,3.4811347714201725e-133,3.4811347714201725e-133,1.4168738662306616e-104,3.9711318306384706e-160,3.4811347714201725e-133,3.9711318306384706e-160,3.4811347714201725e-133
