t [ns],Omega(t) [rad/s],Area(t) [rad],|G>|^2,|X1>|^2,|X2>|^2,|XX>|^2,G_X1_out_H,G_X1_out_V,G_X2_out_H,G_X2_out_V,X1_XX_out_H,X1_XX_out_V,X2_XX_out_H,X2_XX_out_V
0.0,9.331472855152477e-09,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0020000000000000005,1.0198012666494208e-08,1.9529485521646686e-11,1.0,1.864188208635278e-24,1.8641883355455834e-24,6.366293117668508e-22,7.571122245065527e-31,0.0,0.0,1.8641890926543893e-24,0.0,7.5711222426996865e-31,1.8641889657509205e-24,0.0
0.004000000000000001,1.114303999058498e-08,4.0870538178725875e-11,1.0,4.702724414803591e-24,4.702724734955919e-24,1.5737978541073558e-21,1.9099466621783798e-30,0.0,0.0,4.7027266448939574e-24,0.0,1.909946661581557e-30,4.702726324758877e-24,0.0
0.006,1.2173476544883378e-08,6.418705471419423e-11,1.0,7.541260620971906e-24,7.541261134366255e-24,2.510966396447861e-21,3.062781099850207e-30,0.0,0.0,7.541264197133525e-24,0.0,3.0627810988931453e-30,7.541263683766834e-24,0.0
0.008000000000000002,1.3296837141304724e-08,8.965736840038234e-11,1.0,1.0639951225224126e-22,1.063995221655827e-22,5.501813858078428e-20,2.934880779883105e-25,0.0,0.0,1.0669300891838365e-22,0.0,2.934880778976832e-25,1.066930016553263e-22,0.0
0.01,1.4521278941832224e-08,1.1747548448351927e-10,1.0,5.369795551542646e-22,5.369796062741951e-22,2.85685534509027e-19,1.6008793738415473e-24,0.0,0.0,5.385804784195825e-22,0.0,1.6008793733472077e-24,5.385804417560661e-22,0.0
0.012,1.5855654666971496e-08,1.47852418092323e-10,1.0,9.67559598056288e-22,9.675596903828105e-22,5.163529304372713e-19,2.90827066969479e-24,0.0,0.0,9.704679479207843e-22,0.0,2.9082706687967495e-24,9.704678818568058e-22,0.0
0.014000000000000002,1.7309570062457797e-08,1.8101764282175227e-10,1.0,1.3981396409583145e-21,1.3981397744914274e-21,7.47020326365514e-19,4.2156619655480325e-24,0.0,0.0,1.4023554174219877e-21,0.0,4.2156619642462916e-24,1.4023553219575486e-21,0.0
0.016000000000000004,1.8893445952233118e-08,2.1722065883644318e-10,1.0,1.8287196838603395e-21,1.8287198586000427e-21,9.776877222937583e-19,5.523053261401276e-24,0.0,0.0,1.8342428869231897e-21,0.0,5.523053259695828e-24,1.8342427620582895e-21,0.0
0.018000000000000002,2.06185852299206e-08,2.567326900185969e-10,1.0,2.2592997267623643e-21,2.2592999427086582e-21,1.2083551182220018e-18,6.830444557254524e-24,0.0,0.0,2.2661303564243915e-21,0.0,6.83044455514537e-24,2.266130202159031e-21,0.0
0.02,2.249724516692725e-08,2.998485204154447e-10,1.0,2.6898797696643894e-21,2.6898800268172737e-21,1.4390225141502445e-18,8.137835853107761e-24,0.0,0.0,2.6980178259255934e-21,0.0,8.137835850594906e-24,2.6980176422597725e-21,0.0
0.022000000000000002,2.45427154430255e-08,3.468884810253974e-10,1.0,3.1204598125664142e-21,3.120460110925889e-21,1.6696899100784888e-18,9.445227148961003e-24,0.0,0.0,3.1299052954267952e-21,0.0,9.445227146044443e-24,3.1299050823605132e-21,0.0
0.024,2.676940233492151e-08,3.982005988033445e-10,1.0,3.551039855468438e-21,3.551040195034503e-21,1.9003573060067315e-18,1.0752618444814246e-23,0.0,0.0,3.561792764927995e-21,0.0,1.0752618441493979e-23,3.5617925224612535e-21,0.0
0.026000000000000002,2.9192919530022813e-08,4.541629206682889e-10,1.0,3.981619898370462e-21,3.981620279143118e-21,2.131024701934975e-18,1.2060009740667489e-23,0.0,0.0,3.993680234429197e-21,0.0,1.206000973694352e-23,3.993679962561994e-21,0.0
0.028000000000000004,3.1830186066536484e-08,5.151860262648481e-10,1.0,4.4121999412724874e-21,4.412200363251734e-21,2.3616920978632177e-18,1.3367401036520727e-23,0.0,0.0,4.425567703930399e-21,0.0,1.3367401032393057e-23,4.425567402662736e-21,0.0
0.03,3.4699531937265394e-08,5.817157442686499e-10,1.0,4.8427799841745126e-21,4.842780447360349e-21,2.592359493791462e-18,1.4674792332373974e-23,0.0,0.0,4.857455173431601e-21,0.0,1.4674792327842593e-23,4.857454842763477e-21,0.0
0.03200000000000001,3.78208119332125e-08,6.542360881391279e-10,1.0,5.273360027076537e-21,5.273360531468964e-21,2.8230268897197055e-18,1.5982183628227216e-23,0.0,0.0,5.289342642932803e-21,0.0,1.5982183623292135e-23,5.289342282864218e-21,0.0
0.034,4.121552834448613e-08,7.332724284168266e-10,1.0,5.703940069978562e-21,5.70394061557758e-21,3.053694285647949e-18,1.728957492408046e-23,0.0,0.0,5.721230112434005e-21,0.0,1.728957491874167e-23,5.72122972296496e-21,0.0
